P4290	official app	official app for this organization or other entity (a downloadable application for Android, iOS, etc.)
P4292	possessed by spirit	item which is spiritually possessing this item
P4312	camera setup	filmmaking method that the cameras were placed by. Use single-camera (Q2918907) or multiple-camera (Q738160)
P432	callsign of airline	identifier used in radio transmissions to refer to the subject airline
P4320	mountains classification	person ranked for this cycling stage or race
P4322	best sprinter classification	"person ranked as ""best sprinter"" for this cycling stage or race"
P4323	young rider classification	person ranked as young participant for this cycling stage or race
P4329	template or module that populates category	this category is populated by the following template or module
P4330	contains	item or substance located within this item but not part of it
P4345	director of archaeological fieldwork	person leading the archaeological or anthropological investigation at a given site
P4353	nominated by	who nominated a person for an office or award; can be used as a qualifier
P437	distribution format	method (or type) of distribution for the subject
P4379	youth wing	group of younger people associated with this organization
P4387	update method	method used by an app/OS to receive updates or self-update
P4424	mandates	action or status required or requested by a motion
P4425	mtDNA haplogroup	mitochondrial DNA haplogroup of a person or organism
P4426	Y-DNA Haplogroup	Y-DNA haplogroup of a person or organism
P4428	implementation of	implementation of a standard, program, specification or programming language
P4437	FPB rating	rating of a film or video game in the South African media content rating system
P4444	reward	reward, bonus, or prize received as part of a membership or loyalty program
P4446	reward program	reward program associated with the item
P4452	Thibaudeau classification	a classification (created by Francis Thibaudeau) for typefaces
P449	original broadcaster	network(s) or service(s) that originally broadcast a radio or television program
P450	astronaut mission	space mission that the subject is or has been a member of (do not include future missions)
P451	unmarried partner	"someone with whom the person is in a relationship without being married. Use ""spouse"" (P26) for married couples"
P4543	has listed ingredient	substance that's listed as ingredient on the packaging of the product; use P1545 to qualify the order of the listed ingredients
P4545	sexually homologous with	body part that originates from the same tissue or cell during fetal development in the opposing sex
P4552	mountain range	range or subrange to which the geographical item belongs
P4584	first appearance	work in which a fictional/mythical character or entity first appeared
P4586	type foundry	company releasing or distributing a font or typeface
P4589	Dreadnought Project page	page on the Dreadnought Project website
P459	determination method or standard	how a value is determined, or the standard by which it is declared
P4599	monomer of	polymer composed of this monomer subunits
P460	said to be the same as	this item is said to be the same as that item, though this may be uncertain or disputed
P4600	polymer of	monomer of which this polymer compose
P4608	scenographer	person who designed the stage or film set of this item
P4614	drainage basin	area where precipitation collects and drains off into a common outlet, such as into a river, bay, or other body of water
P4622	trophy awarded	trophy awarded at the end of a selection process or of a competition, usually to winners or finishers under the form of a cup, a medal, a diploma
P4624	squadron embarked	the aircraft squadrons that served/serving on an aircraft carrier
P4628	ICTV virus genome composition	classification of viruses of the International Committee on Taxonomy of Viruses by the molecular composition of the virus genome (DNA, RNA, double or single stranded and translational polarity)
P4646	representation of	performing arts production the item is a representation of
P4647	location of first performance	location where a work was first debuted, performed or broadcasted
P466	occupant	person or organization occupying property
P4661	reservoir created	reservoir created upstream of a dam by this dam
P467	legislated by	indicates that an act or bill was passed by a legislature. The value can be a particular session of the legislature
P4675	appears in the form of	this fictional or mythical entity takes the form of that entity
P468	dan/kyu rank	rank system used in several board games (e.g. go, shogi, renju), martial arts (e.g. judo, kendo, wushu) and some other games
P4688	geomorphological unit	topographic or bathymetric feature to which this geographical item belongs
P469	lake on watercourse	lake or reservoir through which the river or stream flows
P470	Eight Banner register	Manchu household register for people of the Qing Dynasty
P4743	animal breed	subject item belongs to a specific group of domestic animals, generally given by association
P4770	hydrated form of	given compound is an anhydrous form of this compound
P4774	biological phase	biological period or stage when this biological process or phenomenon occurs
P4777	has boundary	element that's on the two dimensional border that surrounds the subject; the limit of an entity
P4788	storage device	data storage device supported by a machine (e.g. camera or mobile phone)
P479	input device	input device used to interact with a software or a device
P4791	commanded by	commander of a military unit/army/security service, operation, etc.
P4792	dam	construction impounding this watercourse or creating this reservoir
P4794	season starts	month or season when sports competition begins
P4805	make-up artist	person in charge of make-up
P4810	reads environment variable	an environment variable which a software program reads and may be effected by
P483	recorded at studio or venue	studio or location where a musical composition/release was recorded
P4843	development of anatomical structure	biological development of this anatomical structure
P4844	research intervention	the focus of an experiment, also called the experimental variable, research activity, or study intervention
P4878	symbolizes	"symbolism of an artistic element; can also be used as a qualifier for ""depicts"" (P180) statements"
P4884	court	specific court a legal case is or was heard or decided in
P489	currency symbol description	item with description of currency symbol
P4908	season	season of a series (televison, web, podcast)
P4913	dialect of	"language of which an item with this property is a dialect. Use in addition to ""subclass of"" (P279) if a languoid is also considered a dialect."
P4934	calculated from	value of the subject item cannot be measured directly or can be calculated from the following measurands or attributes
P4952	safety classification and labelling	classification data for the identification and labelling of chemical risks associated with a product
P4954	may prevent disease	disease which may be prevented by this substance
P4967	prerequisite	prior event or achievement that a person or team needs to complete before joining or obtaining the item topic, e.g. a qualifying round of a sports event, a lower-level course in an educational program, or a lower level of a professional qualification
P4968	relevant qualification	practitioners of this industry get this degree, licence or certification after specialist education, apprenticeship, or professional review. This includes qualifications that one needs to obtain in order to join the industry or qualifications that one obtains after a certain level of experience in the industry in order to progress further in their career.
P4969	derivative work	new work of art (film, book, software, etc.) derived from major part of this work
P4988	test method	method in science, engineering or medicine, which determines the subject quantity, qualitative property or any other measurable attribute
P500	exclave of	territory is legally or politically attached to a main territory with which it is not physically contiguous because of surrounding alien territory. It may also be an enclave.
P5004	in opposition to	object of a social action
P5009	complies with	the product or work complies with a certain norm or passes a test
P501	enclave within	territory is entirely surrounded (enclaved) by the other territory
P5012	special rank	non-military rank given to a civil office holder in Russia
P5021	assessment	subject took the test or exam, or was assessed per test or method
P5023	activity policy in this place	policy for activities in this place, for example no photos, photos allowed, no flash, lighting fires, flying drones, etc.
P5025	gens	a clan or group of families from Ancient Rome who shared the same nomen
P5028	sound designer	person responsible for the sound on a stage, in a film or in a radio drama
P5030	talk show guest	person invited in a talk show
P504	shipping port	"shipping port of the vessel (if different from ""ship registry""): For civilian ships, the primary port from which the ship operates. Port of registry →P532 should be listed in ""Ship registry"". For warships, this will be the ship's assigned naval base"
P505	general manager	general manager of a sports team. If they are also an on-field manager use P286 instead
P5051	towards	"qualifier for ""adjacent station"" (P197) to indicate the terminal station(s) of a transportation line or service in that direction"
P5052	supervisory board member	member(s) of the supervisory board for the organization
P5053	fastest lap	person who does the fastest lap during a motorsport race
P5054	member of cabinet	"qualifier for ""position held"" (P39) to indicate the cabinet to which a minister belongs"
P5056	patronym or matronym	part of a person's name that comes from the given name of a parent, in naming traditions that require it
P5059	modified version of	indicates the work or one of its versions which served as a basis for the adaptation or arrangement resulting in the given version of the work
P5061	unit symbol	abbreviation of a unit for each language; if not provided, then it should default to English
P5072	presented in	event at which a talk, film, paper, or poster was presented
P5095	fault	geological faults involved in the event
P5096	member of the crew of	person who has been a member of a crew associated with the vessel or spacecraft. For spacecraft, inverse of crew member (P1029), backup or reserve team or crew (P3015)
P511	honorific prefix	word or expression used before a name, in addressing or referring to a person
P512	academic degree	academic degree that the person holds
P5125	Wikimedia outline	item about an outline of the topic at Wikimedia sites
P5126	assistant director	assistant stage director of a performing arts, film or television production
P5131	possible medical findings	possible medical findings of a medical condition
P5132	suggests the existence of	medical conditions associated with the subject medical finding
P5133	has evaluation	evaluation or interpretation corresponding to the subject attribute or examination
P5134	evaluation of	the subject finding is an evaluation or interpretation of the object attribute or test
P5135	greater than	instances of the item have a greater value than corresponding instances of the object, for the given measure
P5136	less than	instances of the item have a lesser value than corresponding instances of the object, for the given measure
P5138	season of club or team	club or team that played the season
P514	interleaves with	stratigraphic relation in which two units overlap each other marginally
P5150	IGAC rating	rating of a film or theatrical production in the Portuguese classification system
P5152	KAVI rating	rating in the Finnish film and television rating system
P516	powered by	equipment or engine used by the subject to convert a source or energy into mechanical energy
P5166	established from medical condition	cell line or xenograft established from an individual person or animal with a specific medical condition
P517	interaction	subset of the four fundamental forces (strong (Q11415), electromagnetic (Q849919), weak (Q11418), and gravitation (Q11412) with which a particle interacts
P518	applies to part, aspect, or form	part, aspect, or form of the item to which the claim applies
P5185	grammatical gender	grammatical gender of the word
P5196	output device	output device used to interact with a software or video game console
P520	armament	equippable weapon item for the subject
P5201	IMDA rating	rating in the Singaporean film and video game rating system
P5202	adapted by	person responsible for the arrangement or adaptation resulting in this version of the original work
P5203	topographic map	topographic map covering this geographic object
P521	scheduled service destination	airport or station connected by regular direct service to the subject; for the destination of a trip see P1444
P522	type of orbit	orbit a satellite has around its central body
P523	temporal range start	the start of a process or appearance of a life form or geological unit relative to the geologic time scale
P5236	prime factor	one of the prime numbers that can be multiplied to give this number
P5237	pronunciation variety	qualifier for IPA transcription (P898), pronunciation audio (P443) or spoken text audio (P989) to indicate the associated spoken language variant
P524	temporal range end	the end of a process such as a geological unit or extinction of a life form relative to the geologic time scale
P5248	medical evacuation to	site to which those injured are evacuated immediately after a catastrophic event or a battle
P5249	sports competition competed at	edition of sports competitions at which the club or team that played a season competed at. Use this to link items for team seasons to items for specific seasons of competitions.Sample: 2012–13 FC Barcelona season → 2012–13 UEFA Champions League
P5278	surname for other gender	gender inflection of surname, patronymic or matronymic
P528	catalog code	catalog name of an object, use with qualifier P972
P5286	Portable Game Notation	move of a chess game provided as a string in Portable Game Notation
P53	family	family, including dynasty and nobility houses. Not family name (use P734 for family name).
P5304	type locality (biology)	geographical place of capture, collection or observation of the name-bearing type
P5307	display technology	technology used by the display of this device
P531	diplomatic mission sent	location of diplomatic mission, i.e. consulate of A in the capital city of B
P532	port of registry	"ship's port of registry. This is generally painted on the ship's stern (for the ""home port"", see Property:P504)"
P533	target	target of an attack or military operation
P534	streak color	color of a mineral or material when abraded
P5353	school district	school district to which a settlement or other item belongs
P538	mineral fracture	fracture types in a mineral
P5386	JMA Seismic Intensity Scale	maximum intensity scale of this earthquake given by JMA Seismic Intensity Scale
P5389	permanent resident of	country or region where a person has the legal status of permanent resident
P541	office contested	title of office which election will determine the next holder of
P542	officially opened by	person that officially opened the event or place
P5422	has pattern	pattern, design, or motif intrinsic to, incorporated into, or applied to the surface of the subject
P543	oath made by	person(s) that made the oath at an event, like the Olympic Games
P5446	reference value	value or range of values for a medical test (subject item), used to evaluate whether the results of the test are normal or not
P545	torch lit by	person that lit the torch at an event, like the Olympic Games
P546	docking port	intended docking port for a spacecraft
P5460	grants	confers degree, honor, award, prize, title, certificate or medal denoting achievement to a person or organization
P547	commemorates	what the place, monument, memorial, or holiday, commemorates
P550	chivalric order	the chivalric order which a person belongs to
P5514	accredited by	"optionally use together with ""subject has role"" (P2868)"
P552	handedness	handedness of the person
P5522	Unicode block	Unicode block that a character or code point is in
P553	website account on	website that the person or organization has an account on (use with P554) Note: only used with reliable source or if the person or organization disclosed it.
P556	crystal system	type of crystal for minerals and/or for crystal compounds
P5572	expressed in	gene or protein is expressed during a specific condition/cell cycle/process/form
P5588	invasive to	region which a taxon is not endemic to where the taxon has a tendency to spread to a degree believed to cause damage to the environment, human economy or human health
P5589	microstructure	very small scale structure of a material, defined as the structure of a prepared surface of material as revealed by a microscope above 25× magnification
P559	terminus	the feature (intersecting road, train station, etc.) at the end of a linear feature
P5606	class of station	"class of a railway station, assigned by its operator; ""issued by"" is a mandatory qualifier."
P5607	located in the religious territorial entity	the item is located on the territory of the following religious entity. Use P708 (diocese) for dioceses
P562	central bank/issuer	central bank or other issuing authority for the currency
P5623	type of water supply	the type of water supply for fountains, mountain huts, and other entities where water can be obtained
P5642	risk factor	factor associated with a high prevalence of a particular gene, disease or characteristic. These factors can be country of origin, country of citizenship, race, gender, occupation, anamnesis, etc.
P565	crystal habit	the form and proportions of a crystal or mineral
P566	has basionym	the legitimate, previously published name on which a new combination or name at new rank is based
P567	underlies	stratigraphic unit that this unit lies under (i.e. the overlying unit)
P568	overlies	stratigraphic unit that this unit lies over (i.e. the underlying unit)
P5692	dummy value	known test or sample values for identifier or scheme
P57	director	director(s) of film, TV-series, stageplay, video game or similar
P5707	samples from work	audio or video which this work uses a raw excerpt of
P5769	editor-in-chief	a publication's editorial leader who has final responsibility for its operations and policies and the selection of authors, translators, illustrators, and formats for publishing articles or books in collections or periodical papers
P579	IMA status and/or rank	status given to each mineral by the IMA (International Mineralogical Association)
P58	screenwriter	person(s) who wrote the script for subject item
P5800	narrative role	narrative role of this character (should be used as a qualifier with P674 or restricted to a certain work using P10663)
P5805	OSI Model layer location	location of a network protocol in one of the OSI Model layers
P5816	state of conservation	to indicate state of conservation of a building, monument, artifact, etc. It is not related with its heritage protection (P1435), but to its present state of conservation. Ex.: ruinous, demolished, correct, etc.
P5817	state of use	to indicate state of use of a building, monument, etc. It is not related with its heritage protection (P1435), but to its present state of use. Ex.: abandoned, in use, temporarily closed, etc.
P5826	majority opinion by	judicial opinion agreed to by more than half of the members of a court
P5832	political coalition	agreement for cooperation between different political parties
P5841	Status in the Red List of Threatened Species in the Czech Republic	endangerment status of species in the national Red List of the Czech Republic
P5858	Index Herbariorum code	code in Index Herbariorum for plant collections
P5872	smells of	what an item is said to smell like
P588	coolant	substance used by the subject to dissipate excess thermal energy
P589	point group	crystal subdivision
P59	constellation	the area of the celestial sphere of which the subject is a part (from a scientific standpoint, not an astrological one)
P5913	has paradigm class	inflectional pattern for groups of lexemes in the language
P5940	plot expanded in	a narrative of this creative work is expanded in another work while '''not necessarily''' being part of the same series. For series use P179 instead
P5970	Medierådet rating	rating of a film in the Danish movie content rating system
P598	commander of (DEPRECATED)	for persons who are notable as commanding officers, the units they commanded
P5995	kit supplier	official supplier of sports goods to a given sports club, sportsperson or a national sports team
P5996	category for films in this language	link to category entity contains films in this language
P5998	distributary	stream that branches off and flows away from the river
P6022	expression, gesture or body pose	"qualifier on ""depicts"" (P180) for human position of an individual in an artwork"
P608	exhibition history	exhibitions where the item is or was displayed
P6087	coach of sports team	sports club or team for which this person is or was on-field manager or coach
P609	terminus location	location of the terminus of a linear feature
P6099	clinical trial phase	step designation for a clinical trial
P6104	maintained by WikiProject	"WikiProject that maintains this property, item, or linked pages. If the WikiProject is hosted outside of Wikidata, define the scope using the qualifier ""of (P642)"""
P611	religious order	order of monks or nuns to which an individual or religious house belongs
P6112	category for members of a team	Wikimedia category for players playing for a sports team
P6118	season ends	to indicate what month of the year a sports season ends
P612	mother house	principal house or community for a religious institute
P6153	research site	place where this item was researched
P6166	quotes work	other creative work which this work quotes from textually, verbally or lyrically
P618	source of energy	describes the source of energy an animated object (machine or animal) uses
P6185	tautomer of	target item is a tautomer of this one
P6186	category for eponymous categories	Wikimedia category that contains subcategories dedicated to specific instances of the said item
P6193	ratified by	used to specify that a treaty has been ratified by a given state or subject of international law
P6195	funding scheme	is supported under the funding scheme
P6224	level of description	position of the unit of description in the hierarchy of the fonds
P6237	real estate developer	person or organization responsible for building this item
P624	guidance system	guidance system of a missile
P6241	collection creator	entity (person, organization, etc.) that caused a record or collection to be produced or gathered
P625	coordinate location	geocoordinates of the subject. For Earth, please note that only WGS84 coordinating system is supported at the moment
P6251	catchphrase	commonly used phrase by which someone or something may be recognized
P6259	epoch	epoch of an astronomical object coordinate
P6271	demonym of	item that this sense is a demonym of
P6275	copyright representative	person or organisation who represents the copyright for this person or work of art
P6291	advertises	cause, organization or product targeted by the advertising campaign, character, jingle or slogan
P631	structural engineer	person, group or organisation responsible for the structural engineering of a building or structure
P6338	colorist	artist in charge of adding colors to drawings, comics, movie film, etc.
P6339	reports periodicity	physical quantity corresponding to the interval of time between two measurements or reported data
P634	team captain	captain of this sports team
P636	route of administration	path by which a drug, fluid, poison, or other substance is taken into the body
P6365	member category	category item for members of the organization
P6375	street address	full street address where subject is located. Include building number, city/locality, post code, but not country; use also P669 if the street has its own separate item
P642	of	(This property is being deprecated, see details at WD:P642) qualifier stating that a statement applies within the scope of a particular item
P6424	affiliation string	qualifier to provide the published string form of affiliation attached to an author
P6437	day of regular release	day(s) when parts of this creative work are released, aired, published, etc
P6439	has lyrics	work whose text is used as the lyrics of this work
P6440	maintenance method	method or steps that maintain, clean up, or repair this item and lengthens its lifespan
P6452	CBFC rating	rating in the Indian film rating system
P647	drafted by	which team the player was drafted by
P6477	does not have characteristic	expected quality that the item does not possess
P65	site of astronomical discovery	the place where an astronomical object was discovered (observatory, satellite)
P6507	taxon author citation	valid author citation for a taxon using the appropriate nomenclature (ICBN, ICZN, ect.)
P6512	UN/CEFACT Common Code	unit of measurement identifier as defined by the UN/CEFACT in Recommendation No. 20: Codes for Units of Measure Used in International Trade
P652	UNII	identifier issued by the FDA / Unique Ingredient Identifier
P6532	has phenotype	"a relationship that holds between a biological entity and a phenotype, equivalent to ""has property"" in the relation ontology http://purl.obolibrary.org/obo/RO_0002200"
P6533	type of front suspension	system of tires, tire air, springs, shock absorbers and linkages that connects a vehicle to its front wheels and allows relative motion between the two
P6534	type of rear suspension	system of tires, tire air, springs, shock absorbers and linkages that connects a vehicle to its rear wheels and allows relative motion between the two
P654	direction relative to location	qualifier for geographical locations to express relative cardinal direction from the subject location to a target location
P6540	multi-channel network	multi-channel network of which this YouTube channel is a member
P655	translator	agent who adapts any kind of written text from one language to another
P6568	inscription mentions	item about a person or an object mentioned in the inscription's text. Use on Wikimedia Commons on media files
P6569	taxon especially protected in area	species and other taxa especially protected in a area, whether still actually present or not. Do not use for countries/subnational entities: use red lists properties instead.
P657	RTECS number	chemical identifier from the Registry of Toxic Effects of Chemical Substances
P658	tracklist	audio tracks contained in this release
P6587	league system	league system the league belongs to
P66	ancestral home	place of origin for ancestors of subject
P664	organizer	person or institution organizing an event
P6657	CHVRS Classification	Canadian movie classification
P6658	RCQ classification	movie classification for the Régie du Cinéma Québécois
P669	located on street	"street, road, or square, where the item is located. To add the number, use Property:P670 ""house number"" as qualifier. Use property P6375 ""street address"", if there is no item for the street"
P6718	music video	short film integrating this composition with imagery
P674	characters	characters which appear in this item (like plays, operas, operettas, books, comics, films, TV series, video games)
P6758	supported sports team	sports team for which a person or a group is a supporter
P676	lyricist	author of song lyrics
P6785	Pakistan Railways station code	code to identify a railway station operated by Pakistan Railways
P680	molecular function	represents gene ontology function annotations
P6803	taxon found at location	plant or animals taxon described as present in location, not countries or first-level subnational entities. Requires reference. Ref should cover a limited number of taxa for specific location.
P681	cell component	component of the cell in which this item is present
P682	biological process	is involved in the biological process
P684	ortholog	orthologous gene in another species (use with 'species' qualifier)
P6840	student organization of	the members of this organization (club or society) are students of the target educational institution
P6855	emergency services	emergencies treated by hospital or health care organization
P6872	has written for	publication an author has contributed to
P6875	motif represents	object or concept from which this motif is derived, or which it represents
P688	encodes	the product of a gene (protein or RNA)
P6885	historical region	geographic area which at some point in time had a cultural, ethnic, linguistic or political basis, regardless of present-day borders
P6889	microarchitecture	processor microarchitecture
P689	afflicts	type of organism which a condition or disease afflicts (for an organ affected by a condition, use P927)
P690	space group	symmetry classification for 2 and 3 dimensional patterns or crystals
P6902	era name	era name for rulers in East Asia
P693	cleavage	way that crystalline materials cleave
P6939	moved by	a person who moves a motion as parliamentary procedure
P694	replaced synonym (for nom. nov.)	previously published name on which a replacement name (avowed substitute, nomen novum) is based
P6942	animator	person creating animated sequences out of still images
P6948	video system	video system hardware that the item uses
P6954	online access status	property or qualifier for an ID property indicating whether linked content is directly readable online
P6962	narrative motif	thematic unit in a narrative or literary work used to develop a theme, mood or plot
P6978	Scandinavian middle family name	"middle name of some people from Denmark or Norway where a family name, usually the mother's, is taken on as a ""middle name"". For given names based on family names, use ""given name"" (P735). For Spanish names, use P734/P1950."
P7007	Wolfram Language unit code	input form for a unit of measurement in the Wolfram Language
P702	encoded by	the gene that encodes some gene product
P703	found in taxon	the taxon in which the item can be found
P7045	chassis	chassis type for cars, buses, trucks, etc.
P7047	enemy	opponent character or group of this fictive character or group
P707	spacecraft bus	general model on which multiple-production spacecraft is based
P7075	mod of	video game this mod is based on
P7078	typing discipline	specifies the typing discipline implemented, used, or mandated in a programming language
P708	diocese	administrative division of the church to which the element belongs; use P5607 for other types of ecclesiastical territorial entities
P7084	related category	Wikimedia category is related to this item
P7086	start grade	lowest educational year (aka grade) taught by this institution
P7095	end grade	highest educational year (aka grade) taught by this institution
P7137	acknowledged	persons or institutions acknowledged on a creative work
P7153	significant place	significant or notable places associated with the subject
P7160	manner of inhumane treatment	manner of torture and other cruel, inhumane or degrading treatment or punishments as covered by the UN Convention experienced by the subject
P7162	cases consolidated	what other cases this case consolidated
P7163	typically sells	type of goods particular type of shops typically sell
P7167	does not have effect	expected effect or usual effect of members of this class absent here
P7169	substitute director/manager	substitute of the director/manager of an organization
P720	asteroid spectral type	spectral classifications of asteroids based on  spectral shape, color, and albedo
P7228	access restriction status	status of any access restrictions on the object, collection, or materials. Indicates whether the material is available to the general public or not.
P725	voice actor	"performer of a spoken role in a creative work such as animation, video game, radio drama, or dubbing over [use ""character role"" (P453) as qualifier] [use ""cast member"" (P161) for live acting]"
P7252	degree of difficulty	difficulty level of an item
P7253	color produced	color or color range produced by a dye, alone or with a mordant
P726	candidate	person or party that is an option for an office in this election
P7261	use restriction status	status of any use restrictions on the object, collection, or materials
P7309	climbing route	route used to get closer to a high point
P7327	OFLC classification	rating in the media content rating system of New Zealand
P736	cover art by	name of person or team creating cover artwork for book, record album, single record etc.
P7374	educational stage	"educational stage of a specific school; qualifier of ""educated at"" (P69): the education stage of someone's attendance of school"
P7376	worn by	person who wears or wore a garment or object
P7377	infix	component of Dutch family name or similar of other languages, generally an unaffixed prefix. Depending on the language, country and application, it may be ignored in sorting. Note differences in capitalization and affixation (spaces)
P7378	item disputed by	concept described by the item is criticized by other item(s)
P739	ammunition	cartridge or other ammunition used by the subject firearm
P741	playing hand	hand used to play a racket sport, cricket, fencing, or curling
P7419	gender educated	genders educated at this educational institution
P742	pseudonym	alias used by someone (for nickname use P1449)
P744	asteroid family	population of asteroids that share similar proper orbital elements
P7469	orientation	axis of alignment of an item, or direction perpendicular to its primary face (specify with P518 if necessary)
P7479	key col	highest col connecting to an even higher point
P748	appointed by	who appointed the person to the office, can be used as a qualifier
P7500	comorbidity	presence of one or more additional conditions co-occurring with (that is, concomitant or concurrent with) a primary condition
P7501	audio system	audio system hardware used in the item
P7508	election called by	person who summoned an election
P751	introduced feature	feature introduced by this version of a product item
P7514	landscape architect	person or architectural firm that designed this outdoor area, possibly including landmarks and structures
P756	removed feature	which feature was removed by this version of a product item
P7561	category for the interior of the item	Commons category for media files depicting interior views of this item (object, place)
P7573	IFCO rating	rating certificate of a film in the Irish content classification system
P7582	Wildlife Protection Act 1972 (India) schedule	classification of species found in India as per legal protection status under Wildlife Protection Act 1972
P7603	CITES Appendix	appendix of a taxon according to CITES convention
P7604	supervised by	natural person who has the authority of giving instructions and/or orders to subordinates and is held responsible for the work and actions of subordinates
P7643	covered period	historical period covered, for instance by a source
P765	surface played on	the surface on which a sporting event is played
P767	contributor to the creative work or subject	person or organization that contributed to a subject: co-creator of a creative work or subject
P768	electoral district	"electoral district this person is representing, or of the office that is being contested. Use as qualifier for ""position held"" (P39) or ""office contested"" (P541) or ""candidacy in election"" (P3602)"
P769	significant drug interaction	clinically significant interaction between two pharmacologically active substances (i.e., drugs and/or active metabolites) where concomitant intake can lead to altered effectiveness or adverse drug events.
P770	cause of destruction	item which caused the destruction of the subject item
P7719	generalization of	statement logically implied by the subject or a similar algorithm/function whose domain is a subset of the subject's domain
P7727	legislative committee	committee in which the legislation is discussed
P7767	serving temperature	serving temperature of a food dish
P7779	military unit	smallest military unit that a person is/was in
P7781	exonerated of	crime of which the subject was found not to be guilty after having previously been found guilty by a court for that crime
P7782	category for ship name	Commons category for a name of a ship
P780	symptoms and signs	possible symptoms or signs of a medical condition
P783	hymenium type	type of spore-bearing surface of a mushroom
P784	mushroom cap shape	property classifying the shape of the cap of a mushroom
P785	hymenium attachment	how the hymenium of the mushroom attaches to the stem
P786	stipe character	indicates whether a mushroom has a universal or partial veil
P7861	category for files created with program	Commons category for files created with that program
P7867	category for maps	name of the Wikimedia category specifically for maps or plans of this item
P787	spore print color	color of a mushroom spore print (see documentation for allowed values)
P788	mushroom ecological type	property classifying the ecological type of a mushroom
P7888	merged into	the subject was dissolved and merged into the object, that existed previously
P789	edibility	whether a mushroom can be eaten or not
P790	approved by	item is approved by other item(s) [qualifier: statement is approved by other item(s)]
P7936	business model	business model a business enterprise or creative work operates under
P795	located on linear feature	linear feature along which distance is specified from a specified datum point
P798	military designation	officially assigned designation for a vehicle in military service
P7984	depicted format	property to help describe the format type of depicted subject, commonly confused with genre
P8001	endorsed by	public support given by a person or organization to a political or other campaign
P8005	research subject recruitment status	categoric way to express whether a research project is or was open for enrolling research subjects meeting certain characteristics
P8006	footedness	dominant foot or preferred stance of this person
P802	student	notable student(s) of the subject individual
P8026	LiverTox likelihood score	categorization of the likelihood that a medication is associated with drug induced liver injury that was developed by the Drug-Induced Liver Injury Network (DILIN) Network and published in NCBI's LiverTox
P803	professorship	professorship position held by this academic person
P8030	size designation	organizational size classification or designation used to indicate relative size of an entity within an organization (property under development)
P8031	perpetrator	person or organization who carried out a harmful, illegal, or immoral act
P8032	victim(s)	person(s) who were harmed from an act or event
P8045	organized response related to outbreak	specific action taken or system used as a reaction to an outbreak
P8047	country of registry	country where a ship is or has been registered
P805	statement is subject of	(qualifying) item that describes the relation identified in this statement
P8058	symbol of	item of which the image is a symbol
P807	separated from	subject was founded or started by separating from identified object
P8097	network bands	network bands supported by the device
P81	connecting line	railway line(s) subject is directly connected to
P8107	bus	bus used on computer hardware, mainly relevant for supercomputer nodes interconnect
P8111	recommended unit of measurement	unit in which a quantity is measured as recommended by a standard (SI, ISO, IEC, etc.)
P8115	eligible recipient	party that is eligible to receive something, like an award, grant or prize
P812	academic major	major someone studied at college/university
P8127	tournament format	format of a sports tournament
P8131	dialect of computer language	computer language of which an item with this property is a dialect (a relatively small variation)
P814	IUCN protected areas category	protected areas category by the World Commission on Protected Areas. Used with dedicated items for each category.
P816	decays to	what isotope does this radioactive isotope decay to
P8193	hardiness of plant	recommended hardiness zone for plant, ability of plant to survive adverse growing conditions
P8194	hardiness zone	geographic climate area relevant to plant growth and survival, on USDA scale or similar
P8196	voting system	system used for this election or vote
P8203	supported metadata	metadata, information or properties that can be stored by a system, message or structure
P822	mascot	mascot of an organization, e.g. a sports team or university
P8225	is metaclass for	all instances of the subject are subclasses of the object
P823	speaker	person who is speaker for this event, ceremony, keynote, presentation or in a literary work
P8248	Colon Classification	"type of library classification, to be used for topics, not for written works; use with qualifier ""edition (P747)"" with item value ""CC 6"" or ""CC 7"""
P825	dedicated to	person or organization to whom the subject was dedicated
P8258	field of training	profession, position or activity someone learnt during a training, traineeship or apprenticeship
P826	tonality	key of a musical composition
P831	parent club	parent club of this team
P8324	funder	entity that gives money to a person, organization, or project for a specific purpose
P8329	principal investigator	person(s) in charge of conducting a research project
P833	interchange station	station to which passengers can transfer from this station, normally without extra expense
P8339	entry receptor	receptor protein or protein whose receptor is being used by this subject virus/microorganism group to enter cells
P834	train depot	depot which serves this railway line, not public stations
P8345	media franchise	this creative work belongs to this media franchise
P8360	Library of Congress Classification (works and editions)	Library of Congress Classification number assigned to a publication; includes both the subject portion and the shelflisting portion of a number
P8362	Regensburg Classification (works and editions)	RVK number assigned to a publication
P8363	study type	classification system for clinical trial, experiment, research
P837	day in year for periodic occurrence	when a specific holiday or periodic event occurs. Can be used as property or qualifier
P8371	references work, tradition or theory	"creative work, tradition or theory this creative work references by allusion, quote or similar means (for citations in scholarly and legal works use P2860, for other more specific properties have a look at ""see also"" on the property page)"
P84	architect	person or architectural firm responsible for designing this building
P840	narrative location	the narrative of the work is set in this location
P8402	open data portal	the item for the open data portal belonging to this entity
P8403	theorised by	subject who suggested or proposed this concept or invention
P841	feast day	saint's principal feast day
P8411	set in environment	environment (geographic feature, building type, etc.) the narrative work is set in
P8413	academic appointment	this person has been appointed to a role within the given higher education institution or department; distinct from employment or affiliation
P8419	Archive of Our Own tag	tag for this item on Archive of Our Own
P8423	version control system	version control system used by a content repository
P8431	course	course type of a food dish (appetizer, dessert, drink, main course, salad, side dish)
